date,ticker,field,value
2007-07-25,MEXBOL Index,PX_VOLUME,194327500.0
2007-07-26,MEXBOL Index,PX_OPEN,31085.01
2007-07-26,MEXBOL Index,PX_LAST,29996.6
2007-07-26,MEXBOL Index,PX_LOW,29348.73
2007-07-26,MEXBOL Index,PX_HIGH,31085.01
2007-07-26,MEXBOL Index,PX_VOLUME,288136100.0
2007-07-27,MEXBOL Index,PX_OPEN,29996.6
2007-07-27,MEXBOL Index,PX_LAST,30235.17
2007-07-27,MEXBOL Index,PX_LOW,29815.04
2007-07-27,MEXBOL Index,PX_HIGH,30402.45
2007-07-27,MEXBOL Index,PX_VOLUME,183623300.0
2007-07-30,MEXBOL Index,PX_OPEN,30234.07
2007-07-30,MEXBOL Index,PX_LAST,30900.68
2007-07-30,MEXBOL Index,PX_LOW,30234.07
2007-07-30,MEXBOL Index,PX_HIGH,31103.63
2007-07-30,MEXBOL Index,PX_VOLUME,158958800.0
2007-07-31,MEXBOL Index,PX_OPEN,30917.51
2007-07-31,MEXBOL Index,PX_LAST,30659.66
2007-07-31,MEXBOL Index,PX_LOW,30658.96
2007-07-31,MEXBOL Index,PX_HIGH,31368.58
2007-07-31,MEXBOL Index,PX_VOLUME,167340400.0
2007-08-01,MEXBOL Index,PX_OPEN,30639.01
2007-08-01,MEXBOL Index,PX_LAST,30048.37
2007-08-01,MEXBOL Index,PX_LOW,29763.57
2007-08-01,MEXBOL Index,PX_HIGH,30672.58
2007-08-01,MEXBOL Index,PX_VOLUME,168238700.0
2007-08-02,MEXBOL Index,PX_OPEN,30062.14
2007-08-02,MEXBOL Index,PX_LAST,30394.81
2007-08-02,MEXBOL Index,PX_LOW,30062.14
2007-08-02,MEXBOL Index,PX_HIGH,30569.07
2007-08-02,MEXBOL Index,PX_VOLUME,148282700.0
2007-08-03,MEXBOL Index,PX_OPEN,30372.62
2007-08-03,MEXBOL Index,PX_LAST,29671.77
2007-08-03,MEXBOL Index,PX_LOW,29671.77
2007-08-03,MEXBOL Index,PX_HIGH,30411.49
2007-08-03,MEXBOL Index,PX_VOLUME,97260110.0
2007-08-06,MEXBOL Index,PX_OPEN,29671.77
2007-08-06,MEXBOL Index,PX_LAST,29721.63
2007-08-06,MEXBOL Index,PX_LOW,29152.97
2007-08-06,MEXBOL Index,PX_HIGH,29722.31
2007-08-06,MEXBOL Index,PX_VOLUME,123950000.0
2007-08-07,MEXBOL Index,PX_OPEN,29721.63
2007-08-07,MEXBOL Index,PX_LAST,30239.92
2007-08-07,MEXBOL Index,PX_LOW,29665.31
2007-08-07,MEXBOL Index,PX_HIGH,30308.47
2007-08-07,MEXBOL Index,PX_VOLUME,139160400.0
2007-08-08,MEXBOL Index,PX_OPEN,30242.98
2007-08-08,MEXBOL Index,PX_LAST,30661.87
2007-08-08,MEXBOL Index,PX_LOW,30242.98
2007-08-08,MEXBOL Index,PX_HIGH,30982.45
2007-08-08,MEXBOL Index,PX_VOLUME,148897100.0
2007-08-09,MEXBOL Index,PX_OPEN,30621.6
2007-08-09,MEXBOL Index,PX_LAST,29883.96
2007-08-09,MEXBOL Index,PX_LOW,29883.71
2007-08-09,MEXBOL Index,PX_HIGH,30621.6
2007-08-09,MEXBOL Index,PX_VOLUME,132609500.0
2007-08-10,MEXBOL Index,PX_OPEN,29883.17
2007-08-10,MEXBOL Index,PX_LAST,29420.47
2007-08-10,MEXBOL Index,PX_LOW,28868.22
2007-08-10,MEXBOL Index,PX_HIGH,29883.17
2007-08-10,MEXBOL Index,PX_VOLUME,165977700.0
2007-08-13,MEXBOL Index,PX_OPEN,29449.55
2007-08-13,MEXBOL Index,PX_LAST,29607.2
2007-08-13,MEXBOL Index,PX_LOW,29449.55
2007-08-13,MEXBOL Index,PX_HIGH,29884.64
2007-08-13,MEXBOL Index,PX_VOLUME,102823200.0
2007-08-14,MEXBOL Index,PX_OPEN,29638.58
2007-08-14,MEXBOL Index,PX_LAST,28895.73
2007-08-14,MEXBOL Index,PX_LOW,28847.93
2007-08-14,MEXBOL Index,PX_HIGH,29748.06
2007-08-14,MEXBOL Index,PX_VOLUME,111138900.0
2007-08-15,MEXBOL Index,PX_OPEN,28885.83
2007-08-15,MEXBOL Index,PX_LAST,28140.73
2007-08-15,MEXBOL Index,PX_LOW,27987.31
2007-08-15,MEXBOL Index,PX_HIGH,29030.3
2007-08-15,MEXBOL Index,PX_VOLUME,154225800.0
2007-08-16,MEXBOL Index,PX_OPEN,28137.23
2007-08-16,MEXBOL Index,PX_LAST,27793.16
2007-08-16,MEXBOL Index,PX_LOW,26445.84
2007-08-16,MEXBOL Index,PX_HIGH,28137.23
2007-08-16,MEXBOL Index,PX_VOLUME,259580900.0
2007-08-17,MEXBOL Index,PX_OPEN,27859.74
2007-08-17,MEXBOL Index,PX_LAST,28510.66
2007-08-17,MEXBOL Index,PX_LOW,27859.74
2007-08-17,MEXBOL Index,PX_HIGH,28783.79
2007-08-17,MEXBOL Index,PX_VOLUME,217554200.0
2007-08-20,MEXBOL Index,PX_OPEN,28511.92
2007-08-20,MEXBOL Index,PX_LAST,28453.55
2007-08-20,MEXBOL Index,PX_LOW,28241.71
2007-08-20,MEXBOL Index,PX_HIGH,28749.26
2007-08-20,MEXBOL Index,PX_VOLUME,99911020.0
2007-08-21,MEXBOL Index,PX_OPEN,28453.55
2007-08-21,MEXBOL Index,PX_LAST,28568.43
2007-08-21,MEXBOL Index,PX_LOW,28241.45
2007-08-21,MEXBOL Index,PX_HIGH,28724.21
2007-08-21,MEXBOL Index,PX_VOLUME,99529920.0
2007-08-22,MEXBOL Index,PX_OPEN,28568.43
2007-08-22,MEXBOL Index,PX_LAST,29269.34
2007-08-22,MEXBOL Index,PX_LOW,28568.43
2007-08-22,MEXBOL Index,PX_HIGH,29269.68
2007-08-22,MEXBOL Index,PX_VOLUME,124977100.0
2007-08-23,MEXBOL Index,PX_OPEN,29270.11
2007-08-23,MEXBOL Index,PX_LAST,29459.82
2007-08-23,MEXBOL Index,PX_LOW,29270.11
2007-08-23,MEXBOL Index,PX_HIGH,29609.81
2007-08-23,MEXBOL Index,PX_VOLUME,122396000.0
2007-08-24,MEXBOL Index,PX_OPEN,29457.33
2007-08-24,MEXBOL Index,PX_LAST,30041.54
2007-08-24,MEXBOL Index,PX_LOW,29445.09
2007-08-24,MEXBOL Index,PX_HIGH,30102.32
2007-08-24,MEXBOL Index,PX_VOLUME,153310900.0
2007-08-27,MEXBOL Index,PX_OPEN,30050.46
2007-08-27,MEXBOL Index,PX_LAST,30275.84
2007-08-27,MEXBOL Index,PX_LOW,29868.15
2007-08-27,MEXBOL Index,PX_HIGH,30278.5
2007-08-27,MEXBOL Index,PX_VOLUME,84995480.0
2007-08-28,MEXBOL Index,PX_OPEN,30264.2
2007-08-28,MEXBOL Index,PX_LAST,29326.76
2007-08-28,MEXBOL Index,PX_LOW,29240.79
2007-08-28,MEXBOL Index,PX_HIGH,30264.2
2007-08-28,MEXBOL Index,PX_VOLUME,150253300.0
2007-08-29,MEXBOL Index,PX_OPEN,29376.64
2007-08-29,MEXBOL Index,PX_LAST,29710.78
2007-08-29,MEXBOL Index,PX_LOW,29286.0
2007-08-29,MEXBOL Index,PX_HIGH,29732.76
2007-08-29,MEXBOL Index,PX_VOLUME,114858600.0
2007-08-30,MEXBOL Index,PX_OPEN,29710.78
2007-08-30,MEXBOL Index,PX_LAST,29744.07
2007-08-30,MEXBOL Index,PX_LOW,29488.47
2007-08-30,MEXBOL Index,PX_HIGH,29970.48
2007-08-30,MEXBOL Index,PX_VOLUME,121090000.0
2007-08-31,MEXBOL Index,PX_OPEN,29749.39
2007-08-31,MEXBOL Index,PX_LAST,30347.86
2007-08-31,MEXBOL Index,PX_LOW,29749.39
2007-08-31,MEXBOL Index,PX_HIGH,30347.86
2007-08-31,MEXBOL Index,PX_VOLUME,138085600.0
2007-09-03,MEXBOL Index,PX_OPEN,30347.86
2007-09-03,MEXBOL Index,PX_LAST,30797.6
2007-09-03,MEXBOL Index,PX_LOW,30347.86
2007-09-03,MEXBOL Index,PX_HIGH,30799.13
2007-09-03,MEXBOL Index,PX_VOLUME,36497490.0
2007-09-04,MEXBOL Index,PX_OPEN,30802.59
2007-09-04,MEXBOL Index,PX_LAST,30932.71
2007-09-04,MEXBOL Index,PX_LOW,30587.39
2007-09-04,MEXBOL Index,PX_HIGH,31015.77
2007-09-04,MEXBOL Index,PX_VOLUME,162373700.0
2007-09-05,MEXBOL Index,PX_OPEN,30903.61
2007-09-05,MEXBOL Index,PX_LAST,30809.55
2007-09-05,MEXBOL Index,PX_LOW,30635.53
2007-09-05,MEXBOL Index,PX_HIGH,30903.61
2007-09-05,MEXBOL Index,PX_VOLUME,106039000.0
2007-09-06,MEXBOL Index,PX_OPEN,30809.55
2007-09-06,MEXBOL Index,PX_LAST,30816.95
2007-09-06,MEXBOL Index,PX_LOW,30757.02
2007-09-06,MEXBOL Index,PX_HIGH,30977.15
2007-09-06,MEXBOL Index,PX_VOLUME,90416010.0
2007-09-07,MEXBOL Index,PX_OPEN,30816.2
2007-09-07,MEXBOL Index,PX_LAST,30252.77
2007-09-07,MEXBOL Index,PX_LOW,30064.14
2007-09-07,MEXBOL Index,PX_HIGH,30816.2
2007-09-07,MEXBOL Index,PX_VOLUME,110883000.0
2007-09-10,MEXBOL Index,PX_OPEN,30252.77
2007-09-10,MEXBOL Index,PX_LAST,29893.18
2007-09-10,MEXBOL Index,PX_LOW,29683.26
2007-09-10,MEXBOL Index,PX_HIGH,30265.54
2007-09-10,MEXBOL Index,PX_VOLUME,94631100.0
2007-09-11,MEXBOL Index,PX_OPEN,29893.18
2007-09-11,MEXBOL Index,PX_LAST,30191.14
2007-09-11,MEXBOL Index,PX_LOW,29892.44
2007-09-11,MEXBOL Index,PX_HIGH,30307.36
2007-09-11,MEXBOL Index,PX_VOLUME,110134300.0
2007-09-12,MEXBOL Index,PX_OPEN,30191.14
2007-09-12,MEXBOL Index,PX_LAST,30076.33
2007-09-12,MEXBOL Index,PX_LOW,30025.62
2007-09-12,MEXBOL Index,PX_HIGH,30317.5
2007-09-12,MEXBOL Index,PX_VOLUME,91293930.0
2007-09-13,MEXBOL Index,PX_OPEN,30076.33
2007-09-13,MEXBOL Index,PX_LAST,30302.23
2007-09-13,MEXBOL Index,PX_LOW,30063.78
2007-09-13,MEXBOL Index,PX_HIGH,30513.48
2007-09-13,MEXBOL Index,PX_VOLUME,97277400.0
2007-09-14,MEXBOL Index,PX_OPEN,30291.51
2007-09-14,MEXBOL Index,PX_LAST,30096.03
2007-09-14,MEXBOL Index,PX_LOW,30091.49
2007-09-14,MEXBOL Index,PX_HIGH,30389.02
2007-09-14,MEXBOL Index,PX_VOLUME,87960910.0
2007-09-17,MEXBOL Index,PX_OPEN,30080.42
2007-09-17,MEXBOL Index,PX_LAST,29794.49
2007-09-17,MEXBOL Index,PX_LOW,29573.59
2007-09-17,MEXBOL Index,PX_HIGH,30222.13
2007-09-17,MEXBOL Index,PX_VOLUME,79725630.0
2007-09-18,MEXBOL Index,PX_OPEN,29795.87
2007-09-18,MEXBOL Index,PX_LAST,30603.42
2007-09-18,MEXBOL Index,PX_LOW,29795.87
2007-09-18,MEXBOL Index,PX_HIGH,30741.45
2007-09-18,MEXBOL Index,PX_VOLUME,186829100.0
2007-09-19,MEXBOL Index,PX_OPEN,30607.1
2007-09-19,MEXBOL Index,PX_LAST,30512.64
2007-09-19,MEXBOL Index,PX_LOW,30512.64
2007-09-19,MEXBOL Index,PX_HIGH,31090.48
2007-09-19,MEXBOL Index,PX_VOLUME,204974900.0
2007-09-20,MEXBOL Index,PX_OPEN,30512.64
2007-09-20,MEXBOL Index,PX_LAST,30485.75
2007-09-20,MEXBOL Index,PX_LOW,30248.91
2007-09-20,MEXBOL Index,PX_HIGH,30697.27
2007-09-20,MEXBOL Index,PX_VOLUME,106044000.0
2007-09-21,MEXBOL Index,PX_OPEN,30485.75
2007-09-21,MEXBOL Index,PX_LAST,30583.07
2007-09-21,MEXBOL Index,PX_LOW,30356.58
2007-09-21,MEXBOL Index,PX_HIGH,30722.94
2007-09-21,MEXBOL Index,PX_VOLUME,121560900.0
2007-09-24,MEXBOL Index,PX_OPEN,30585.6
2007-09-24,MEXBOL Index,PX_LAST,30543.45
2007-09-24,MEXBOL Index,PX_LOW,30417.7
2007-09-24,MEXBOL Index,PX_HIGH,30753.88
2007-09-24,MEXBOL Index,PX_VOLUME,96491150.0
2007-09-25,MEXBOL Index,PX_OPEN,30539.62
2007-09-25,MEXBOL Index,PX_LAST,30294.77
2007-09-25,MEXBOL Index,PX_LOW,30269.92
2007-09-25,MEXBOL Index,PX_HIGH,30539.62
2007-09-25,MEXBOL Index,PX_VOLUME,111277200.0
2007-09-26,MEXBOL Index,PX_OPEN,30305.9
2007-09-26,MEXBOL Index,PX_LAST,30303.18
2007-09-26,MEXBOL Index,PX_LOW,30175.35
2007-09-26,MEXBOL Index,PX_HIGH,30524.62
2007-09-26,MEXBOL Index,PX_VOLUME,178269800.0
2007-09-27,MEXBOL Index,PX_OPEN,30303.18
2007-09-27,MEXBOL Index,PX_LAST,30528.0
2007-09-27,MEXBOL Index,PX_LOW,30303.18
2007-09-27,MEXBOL Index,PX_HIGH,30591.34
2007-09-27,MEXBOL Index,PX_VOLUME,137178200.0
2007-09-28,MEXBOL Index,PX_OPEN,30528.0
2007-09-28,MEXBOL Index,PX_LAST,30296.19
2007-09-28,MEXBOL Index,PX_LOW,30248.15
2007-09-28,MEXBOL Index,PX_HIGH,30551.99
2007-09-28,MEXBOL Index,PX_VOLUME,134167700.0
2007-10-01,MEXBOL Index,PX_OPEN,30298.41
2007-10-01,MEXBOL Index,PX_LAST,30855.68
2007-10-01,MEXBOL Index,PX_LOW,30266.59
2007-10-01,MEXBOL Index,PX_HIGH,30887.73
2007-10-01,MEXBOL Index,PX_VOLUME,126505800.0
2007-10-02,MEXBOL Index,PX_OPEN,30864.86
2007-10-02,MEXBOL Index,PX_LAST,31451.79
2007-10-02,MEXBOL Index,PX_LOW,30864.86
2007-10-02,MEXBOL Index,PX_HIGH,31531.85
2007-10-02,MEXBOL Index,PX_VOLUME,221225100.0
2007-10-03,MEXBOL Index,PX_OPEN,31427.32
2007-10-03,MEXBOL Index,PX_LAST,31178.84
2007-10-03,MEXBOL Index,PX_LOW,31177.49
2007-10-03,MEXBOL Index,PX_HIGH,31588.76
2007-10-03,MEXBOL Index,PX_VOLUME,158735400.0
2007-10-04,MEXBOL Index,PX_OPEN,31178.84
2007-10-04,MEXBOL Index,PX_LAST,31078.33
2007-10-04,MEXBOL Index,PX_LOW,30833.5
2007-10-04,MEXBOL Index,PX_HIGH,31369.17
2007-10-04,MEXBOL Index,PX_VOLUME,158138600.0
2007-10-05,MEXBOL Index,PX_OPEN,31078.33
2007-10-05,MEXBOL Index,PX_LAST,31540.94
2007-10-05,MEXBOL Index,PX_LOW,31078.33
2007-10-05,MEXBOL Index,PX_HIGH,31708.14
2007-10-05,MEXBOL Index,PX_VOLUME,138857800.0
2007-10-08,MEXBOL Index,PX_OPEN,31530.23
2007-10-08,MEXBOL Index,PX_LAST,31825.51
2007-10-08,MEXBOL Index,PX_LOW,31422.67
2007-10-08,MEXBOL Index,PX_HIGH,31828.89
2007-10-08,MEXBOL Index,PX_VOLUME,103452500.0
2007-10-09,MEXBOL Index,PX_OPEN,31825.98
2007-10-09,MEXBOL Index,PX_LAST,31801.69
2007-10-09,MEXBOL Index,PX_LOW,31758.92
2007-10-09,MEXBOL Index,PX_HIGH,32096.72
2007-10-09,MEXBOL Index,PX_VOLUME,135628400.0
2007-10-10,MEXBOL Index,PX_OPEN,31886.25
2007-10-10,MEXBOL Index,PX_LAST,32129.4
2007-10-10,MEXBOL Index,PX_LOW,31881.48
2007-10-10,MEXBOL Index,PX_HIGH,32238.88
2007-10-10,MEXBOL Index,PX_VOLUME,187618000.0
2007-10-11,MEXBOL Index,PX_OPEN,32129.4
2007-10-11,MEXBOL Index,PX_LAST,31980.95
2007-10-11,MEXBOL Index,PX_LOW,31867.37
2007-10-11,MEXBOL Index,PX_HIGH,32757.26
2007-10-11,MEXBOL Index,PX_VOLUME,249766000.0
2007-10-12,MEXBOL Index,PX_OPEN,31991.73
2007-10-12,MEXBOL Index,PX_LAST,32473.47
2007-10-12,MEXBOL Index,PX_LOW,31991.73
2007-10-12,MEXBOL Index,PX_HIGH,32501.99
2007-10-12,MEXBOL Index,PX_VOLUME,126053900.0
2007-10-15,MEXBOL Index,PX_OPEN,32473.47
2007-10-15,MEXBOL Index,PX_LAST,32335.86
2007-10-15,MEXBOL Index,PX_LOW,32217.25
2007-10-15,MEXBOL Index,PX_HIGH,32654.71
2007-10-15,MEXBOL Index,PX_VOLUME,117575000.0
2007-10-16,MEXBOL Index,PX_OPEN,32335.86
2007-10-16,MEXBOL Index,PX_LAST,32230.82
2007-10-16,MEXBOL Index,PX_LOW,31973.19
2007-10-16,MEXBOL Index,PX_HIGH,32335.86
2007-10-16,MEXBOL Index,PX_VOLUME,113161300.0
2007-10-17,MEXBOL Index,PX_OPEN,32232.42
2007-10-17,MEXBOL Index,PX_LAST,32721.82
2007-10-17,MEXBOL Index,PX_LOW,32232.42
2007-10-17,MEXBOL Index,PX_HIGH,32721.82
2007-10-17,MEXBOL Index,PX_VOLUME,141433000.0
2007-10-18,MEXBOL Index,PX_OPEN,32721.72
2007-10-18,MEXBOL Index,PX_LAST,32836.12
2007-10-18,MEXBOL Index,PX_LOW,32523.82
2007-10-18,MEXBOL Index,PX_HIGH,32851.14
2007-10-18,MEXBOL Index,PX_VOLUME,136509500.0
2007-10-19,MEXBOL Index,PX_OPEN,32836.12
2007-10-19,MEXBOL Index,PX_LAST,31823.4
2007-10-19,MEXBOL Index,PX_LOW,31814.44
2007-10-19,MEXBOL Index,PX_HIGH,32836.12
2007-10-19,MEXBOL Index,PX_VOLUME,160445100.0
2007-10-22,MEXBOL Index,PX_OPEN,31817.34
2007-10-22,MEXBOL Index,PX_LAST,31969.48
2007-10-22,MEXBOL Index,PX_LOW,31378.26
2007-10-22,MEXBOL Index,PX_HIGH,31976.01
2007-10-22,MEXBOL Index,PX_VOLUME,97476320.0
2007-10-23,MEXBOL Index,PX_OPEN,31969.48
2007-10-23,MEXBOL Index,PX_LAST,32229.44
2007-10-23,MEXBOL Index,PX_LOW,31969.48
2007-10-23,MEXBOL Index,PX_HIGH,32386.18
2007-10-23,MEXBOL Index,PX_VOLUME,115281000.0
2007-10-24,MEXBOL Index,PX_OPEN,32232.19
2007-10-24,MEXBOL Index,PX_LAST,32048.18
2007-10-24,MEXBOL Index,PX_LOW,31660.93
2007-10-24,MEXBOL Index,PX_HIGH,32232.19
2007-10-24,MEXBOL Index,PX_VOLUME,136786600.0
2007-10-25,MEXBOL Index,PX_OPEN,32050.48
2007-10-25,MEXBOL Index,PX_LAST,31886.1
2007-10-25,MEXBOL Index,PX_LOW,31557.38
2007-10-25,MEXBOL Index,PX_HIGH,32087.18
2007-10-25,MEXBOL Index,PX_VOLUME,175927600.0
2007-10-26,MEXBOL Index,PX_OPEN,31896.15
2007-10-26,MEXBOL Index,PX_LAST,32136.76
2007-10-26,MEXBOL Index,PX_LOW,31781.73
2007-10-26,MEXBOL Index,PX_HIGH,32150.85
2007-10-26,MEXBOL Index,PX_VOLUME,143570800.0
2007-10-29,MEXBOL Index,PX_OPEN,32137.17
2007-10-29,MEXBOL Index,PX_LAST,32100.76
2007-10-29,MEXBOL Index,PX_LOW,32027.92
2007-10-29,MEXBOL Index,PX_HIGH,32419.17
2007-10-29,MEXBOL Index,PX_VOLUME,89082120.0
2007-10-30,MEXBOL Index,PX_OPEN,31965.18
2007-10-30,MEXBOL Index,PX_LAST,31783.62
2007-10-30,MEXBOL Index,PX_LOW,31634.6
2007-10-30,MEXBOL Index,PX_HIGH,31965.18
2007-10-30,MEXBOL Index,PX_VOLUME,96600040.0
2007-10-31,MEXBOL Index,PX_OPEN,31787.0
2007-10-31,MEXBOL Index,PX_LAST,31458.67
2007-10-31,MEXBOL Index,PX_LOW,31413.22
2007-10-31,MEXBOL Index,PX_HIGH,31791.87
2007-10-31,MEXBOL Index,PX_VOLUME,163960300.0
2007-11-01,MEXBOL Index,PX_OPEN,31411.98
2007-11-01,MEXBOL Index,PX_LAST,30806.3
2007-11-01,MEXBOL Index,PX_LOW,30743.89
2007-11-01,MEXBOL Index,PX_HIGH,31411.98
2007-11-01,MEXBOL Index,PX_VOLUME,120006500.0
2007-11-05,MEXBOL Index,PX_OPEN,30806.3
2007-11-05,MEXBOL Index,PX_LAST,30157.69
2007-11-05,MEXBOL Index,PX_LOW,29832.96
2007-11-05,MEXBOL Index,PX_HIGH,30815.21
2007-11-05,MEXBOL Index,PX_VOLUME,163032000.0
2007-11-06,MEXBOL Index,PX_OPEN,30163.81
2007-11-06,MEXBOL Index,PX_LAST,30430.5
2007-11-06,MEXBOL Index,PX_LOW,30158.02
2007-11-06,MEXBOL Index,PX_HIGH,30499.85
2007-11-06,MEXBOL Index,PX_VOLUME,145391100.0
2007-11-07,MEXBOL Index,PX_OPEN,30428.55
2007-11-07,MEXBOL Index,PX_LAST,29582.21
2007-11-07,MEXBOL Index,PX_LOW,29574.07
2007-11-07,MEXBOL Index,PX_HIGH,30428.55
2007-11-07,MEXBOL Index,PX_VOLUME,126474200.0
2007-11-08,MEXBOL Index,PX_OPEN,29586.76
2007-11-08,MEXBOL Index,PX_LAST,29289.72
2007-11-08,MEXBOL Index,PX_LOW,28813.51
2007-11-08,MEXBOL Index,PX_HIGH,29834.33
2007-11-08,MEXBOL Index,PX_VOLUME,197752900.0
2007-11-09,MEXBOL Index,PX_OPEN,29287.88
2007-11-09,MEXBOL Index,PX_LAST,29158.86
2007-11-09,MEXBOL Index,PX_LOW,28790.14
2007-11-09,MEXBOL Index,PX_HIGH,29299.67
2007-11-09,MEXBOL Index,PX_VOLUME,176492600.0
2007-11-12,MEXBOL Index,PX_OPEN,29158.71
2007-11-12,MEXBOL Index,PX_LAST,28185.9
2007-11-12,MEXBOL Index,PX_LOW,28167.73
2007-11-12,MEXBOL Index,PX_HIGH,29158.71
2007-11-12,MEXBOL Index,PX_VOLUME,133999800.0
2007-11-13,MEXBOL Index,PX_OPEN,28187.83
2007-11-13,MEXBOL Index,PX_LAST,29484.78
2007-11-13,MEXBOL Index,PX_LOW,28177.73
2007-11-13,MEXBOL Index,PX_HIGH,29499.21
2007-11-13,MEXBOL Index,PX_VOLUME,166166900.0
2007-11-14,MEXBOL Index,PX_OPEN,29484.78
2007-11-14,MEXBOL Index,PX_LAST,29655.68
2007-11-14,MEXBOL Index,PX_LOW,29484.78
2007-11-14,MEXBOL Index,PX_HIGH,30196.89
2007-11-14,MEXBOL Index,PX_VOLUME,183478000.0
2007-11-15,MEXBOL Index,PX_OPEN,29639.6
2007-11-15,MEXBOL Index,PX_LAST,29170.9
2007-11-15,MEXBOL Index,PX_LOW,29013.46
2007-11-15,MEXBOL Index,PX_HIGH,29775.0
2007-11-15,MEXBOL Index,PX_VOLUME,132067200.0
2007-11-16,MEXBOL Index,PX_OPEN,29172.84
2007-11-16,MEXBOL Index,PX_LAST,29631.57
2007-11-16,MEXBOL Index,PX_LOW,29022.06
2007-11-16,MEXBOL Index,PX_HIGH,29631.57
2007-11-16,MEXBOL Index,PX_VOLUME,184182300.0
2007-11-20,MEXBOL Index,PX_OPEN,29589.49
2007-11-20,MEXBOL Index,PX_LAST,29050.52
2007-11-20,MEXBOL Index,PX_LOW,28862.82
2007-11-20,MEXBOL Index,PX_HIGH,29589.49
2007-11-20,MEXBOL Index,PX_VOLUME,102203500.0
2007-11-21,MEXBOL Index,PX_OPEN,29057.93
2007-11-21,MEXBOL Index,PX_LAST,28446.45
2007-11-21,MEXBOL Index,PX_LOW,28374.82
2007-11-21,MEXBOL Index,PX_HIGH,29057.93
2007-11-21,MEXBOL Index,PX_VOLUME,105887900.0
2007-11-22,MEXBOL Index,PX_OPEN,28417.73
2007-11-22,MEXBOL Index,PX_LAST,28520.16
2007-11-22,MEXBOL Index,PX_LOW,28417.73
2007-11-22,MEXBOL Index,PX_HIGH,28619.25
2007-11-22,MEXBOL Index,PX_VOLUME,12442050.0
2007-11-23,MEXBOL Index,PX_OPEN,28520.16
2007-11-23,MEXBOL Index,PX_LAST,28710.87
2007-11-23,MEXBOL Index,PX_LOW,28393.21
2007-11-23,MEXBOL Index,PX_HIGH,28736.61
2007-11-23,MEXBOL Index,PX_VOLUME,56788020.0
2007-11-26,MEXBOL Index,PX_OPEN,28709.21
2007-11-26,MEXBOL Index,PX_LAST,27883.01
2007-11-26,MEXBOL Index,PX_LOW,27882.58
2007-11-26,MEXBOL Index,PX_HIGH,28941.39
2007-11-26,MEXBOL Index,PX_VOLUME,101296200.0
2007-11-27,MEXBOL Index,PX_OPEN,27888.83
2007-11-27,MEXBOL Index,PX_LAST,28124.65
2007-11-27,MEXBOL Index,PX_LOW,27647.47
2007-11-27,MEXBOL Index,PX_HIGH,28213.3
2007-11-27,MEXBOL Index,PX_VOLUME,102401400.0
2007-11-28,MEXBOL Index,PX_OPEN,28126.21
2007-11-28,MEXBOL Index,PX_LAST,29276.39
2007-11-28,MEXBOL Index,PX_LOW,28126.21
2007-11-28,MEXBOL Index,PX_HIGH,29425.78
2007-11-28,MEXBOL Index,PX_VOLUME,172718700.0
2007-11-29,MEXBOL Index,PX_OPEN,29276.39
2007-11-29,MEXBOL Index,PX_LAST,29399.92
2007-11-29,MEXBOL Index,PX_LOW,29195.86
2007-11-29,MEXBOL Index,PX_HIGH,29740.81
2007-11-29,MEXBOL Index,PX_VOLUME,112279600.0
2007-11-30,MEXBOL Index,PX_OPEN,29432.83
2007-11-30,MEXBOL Index,PX_LAST,29770.52
2007-11-30,MEXBOL Index,PX_LOW,29432.83
2007-11-30,MEXBOL Index,PX_HIGH,30047.99
2007-11-30,MEXBOL Index,PX_VOLUME,198957700.0
2007-12-03,MEXBOL Index,PX_OPEN,29770.52
2007-12-03,MEXBOL Index,PX_LAST,29968.53
2007-12-03,MEXBOL Index,PX_LOW,29580.77
2007-12-03,MEXBOL Index,PX_HIGH,29971.58
2007-12-03,MEXBOL Index,PX_VOLUME,88110020.0
2007-12-04,MEXBOL Index,PX_OPEN,29969.16
2007-12-04,MEXBOL Index,PX_LAST,29998.79
2007-12-04,MEXBOL Index,PX_LOW,29765.42
2007-12-04,MEXBOL Index,PX_HIGH,30154.31
2007-12-04,MEXBOL Index,PX_VOLUME,97017100.0
2007-12-05,MEXBOL Index,PX_OPEN,30025.58
2007-12-05,MEXBOL Index,PX_LAST,30761.64
2007-12-05,MEXBOL Index,PX_LOW,30025.58
2007-12-05,MEXBOL Index,PX_HIGH,30790.51
2007-12-05,MEXBOL Index,PX_VOLUME,187163600.0
2007-12-06,MEXBOL Index,PX_OPEN,30776.86
2007-12-06,MEXBOL Index,PX_LAST,31257.3
2007-12-06,MEXBOL Index,PX_LOW,30772.1
2007-12-06,MEXBOL Index,PX_HIGH,31261.88
2007-12-06,MEXBOL Index,PX_VOLUME,141174200.0
2007-12-07,MEXBOL Index,PX_OPEN,31257.23
2007-12-07,MEXBOL Index,PX_LAST,31268.36
2007-12-07,MEXBOL Index,PX_LOW,31128.72
2007-12-07,MEXBOL Index,PX_HIGH,31408.24
2007-12-07,MEXBOL Index,PX_VOLUME,135082400.0
2007-12-10,MEXBOL Index,PX_OPEN,31269.84
2007-12-10,MEXBOL Index,PX_LAST,31182.75
2007-12-10,MEXBOL Index,PX_LOW,31097.48
2007-12-10,MEXBOL Index,PX_HIGH,31452.97
2007-12-10,MEXBOL Index,PX_VOLUME,116371000.0
2007-12-11,MEXBOL Index,PX_OPEN,31184.28
